1) a = -9 | b = -9 | c = 0
596) a = -6 | b = 0.9 | c = 5.1

597) a = -6 | b = 1.5 | c = 0

598) a = -6 | b = 1.5 | c = 4.5

599) a = -6 | b = 1.5 | c = 7.5

600) a = -6 | b = 1.8 | c = 0

601) a = -6 | b = 1.8 | c = 7.8

602) a = -6 | b = 2.1 | c = 3.9

603) a = -6 | b = 2.4 | c = 2.7

604) a = -6 | b = 2.7 | c = 0

605) a = -6 | b = 2.7 | c = 8.7

606) a = -6 | b = 3 | c = 0

607) a = -6 | b = 3 | c = 3

608) a = -6 | b = 3 | c = 9

609) a = -6 | b = 3.6 | c = 0

610) a = -6 | b = 3.6 | c = 8.1

611) a = -6 | b = 3.9 | c = 0

612) a = -6 | b = 3.9 | c = 4.5

613) a = -6 | b = 4.2 | c = 1.8

614) a = -6 | b = 4.5 | c = 0

615) a = -6 | b = 4.5 | c = 1.5

616) a = -6 | b = 5.1 | c = 0

617) a = -6 | b = 5.4 | c = 0

618) a = -6 | b = 6 | c = -1.5

619) a = -6 | b = 6 | c = 0

620) a = -6 | b = 6 | c = 4.5

621) a = -6 | b = 6.3 | c = 0

622) a = -6 | b = 6.9 | c = 6.3

623) a = -6 | b = 7.2 | c = 0

624) a = -6 | b = 7.5 | c = -1.5

625) a = -6 | b = 7.5 | c = 0

626) a = -6 | b = 7.5 | c = 9

627) a = -6 | b = 7.8 | c = 0

628) a = -6 | b = 8.1 | c = 7.8

629) a = -6 | b = 8.4 | c = 7.2

630) a = -6 | b = 8.7 | c = 0

631) a = -6 | b = 9 | c = -3

632) a = -6 | b = 9 | c = 0

633) a = -6 | b = 9 | c = 6

634) a = -5.9 | b = -5.9 | c = 0

635) a = -5.9 | b = 0 | c = 0

636) a = -5.9 | b = 0 | c = 5.9

637) a = -5.9 | b = 5.9 | c = 0

638) a = -5.8 | b = -8.7 | c = 0

639) a = -5.8 | b = -5.8 | c = 0

640) a = -5.8 | b = -2.9 | c = 0

641) a = -5.8 | b = 0 | c = 0

642) a = -5.8 | b = 0 | c = 5.8

643) a = -5.8 | b = 2.9 | c = 0

644) a = -5.8 | b = 5.8 | c = 0

645) a = -5.8 | b = 8.7 | c = 0

646) a = -5.7 | b = -5.7 | c = 0

647) a = -5.7 | b = 0 | c = 0

648) a = -5.7 | b = 0 | c = 5.7

649) a = -5.7 | b = 5.7 | c = 0

650) a = -5.6 | b = -8.4 | c = 5.6

651) a = -5.6 | b = -7 | c = -1.4

652) a = -5.6 | b = -7 | c = 0

653) a = -5.6 | b = -5.6 | c = -1.4

654) a = -5.6 | b = -5.6 | c = 0

655) a = -5.6 | b = -4.2 | c = 1.4

656) a = -5.6 | b = -2.8 | c = 0

657) a = -5.6 | b = -1.4 | c = 0

658) a = -5.6 | b = -1.4 | c = 7

659) a = -5.6 | b = 0 | c = 0

660) a = -5.6 | b = 0 | c = 1.4

661) a = -5.6 | b = 0 | c = 5.6

662) a = -5.6 | b = 1.4 | c = 0

663) a = -5.6 | b = 1.4 | c = 7

664) a = -5.6 | b = 2.8 | c = 0

665) a = -5.6 | b = 4.2 | c = 1.4

666) a = -5.6 | b = 5.6 | c = -1.4

667) a = -5.6 | b = 5.6 | c = 0

668) a = -5.6 | b = 7 | c = -1.4

669) a = -5.6 | b = 7 | c = 0

670) a = -5.6 | b = 8.4 | c = 5.6

671) a = -5.5 | b = -8.8 | c = 0

672) a = -5.5 | b = -6.6 | c = 0

673) a = -5.5 | b = -6.6 | c = 8.8

674) a = -5.5 | b = -5.5 | c = 0

675) a = -5.5 | b = -4.4 | c = 0

676) a = -5.5 | b = -3.3 | c = 0

677) a = -5.5 | b = -3.3 | c = 2.2

678) a = -5.5 | b = -3.3 | c = 8.8

679) a = -5.5 | b = -2.2 | c = 0

680) a = -5.5 | b = -1.1 | c = 0

681) a = -5.5 | b = -1.1 | c = 4.4

682) a = -5.5 | b = -1.1 | c = 6.6

683) a = -5.5 | b = 0 | c = 0

684) a = -5.5 | b = 0 | c = 5.5

685) a = -5.5 | b = 1.1 | c = 0

686) a = -5.5 | b = 1.1 | c = 4.4

687) a = -5.5 | b = 1.1 | c = 6.6

688) a = -5.5 | b = 2.2 | c = 0

689) a = -5.5 | b = 3.3 | c = 0

690) a = -5.5 | b = 3.3 | c = 2.2

691) a = -5.5 | b = 3.3 | c = 8.8

692) a = -5.5 | b = 4.4 | c = 0

693) a = -5.5 | b = 5.5 | c = 0

694) a = -5.5 | b = 6.6 | c = 0

695) a = -5.5 | b = 6.6 | c = 8.8

696) a = -5.5 | b = 8.8 | c = 0

697) a = -5.4 | b = -8.1 | c = 5.4

698) a = -5.4 | b = -5.4 | c = 0

699) a = -5.4 | b = -2.7 | c = 0

700) a = -5.4 | b = 0 | c = 0

701) a = -5.4 | b = 0 | c = 5.4

702) a = -5.4 | b = 2.7 | c = 0

703) a = -5.4 | b = 5.4 | c = 0

704) a = -5.4 | b = 8.1 | c = 5.4

705) a = -5.3 | b = -5.3 | c = 0

706) a = -5.3 | b = 0 | c = 0

707) a = -5.3 | b = 0 | c = 5.3

708) a = -5.3 | b = 5.3 | c = 0

709) a = -5.2 | b = -7.8 | c = 0

710) a = -5.2 | b = -7.8 | c = 5.2

711) a = -5.2 | b = -6.5 | c = 0

712) a = -5.2 | b = -6.5 | c = 7.8

713) a = -5.2 | b = -5.2 | c = -1.3

714) a = -5.2 | b = -5.2 | c = 0

715) a = -5.2 | b = -5.2 | c = 3.9

716) a = -5.2 | b = -3.9 | c = 0

717) a = -5.2 | b = -3.9 | c = 1.3

718) a = -5.2 | b = -2.6 | c = 0

719) a = -5.2 | b = -2.6 | c = 7.8

720) a = -5.2 | b = -1.3 | c = 0

721) a = -5.2 | b = -1.3 | c = 3.9

722) a = -5.2 | b = 0 | c = 0

723) a = -5.2 | b = 0 | c = 1.3

724) a = -5.2 | b = 0 | c = 5.2

725) a = -5.2 | b = 1.3 | c = 0

726) a = -5.2 | b = 1.3 | c = 3.9

727) a = -5.2 | b = 2.6 | c = 0

728) a = -5.2 | b = 2.6 | c = 7.8

729) a = -5.2 | b = 3.9 | c = 0

730) a = -5.2 | b = 3.9 | c = 1.3

731) a = -5.2 | b = 5.2 | c = -1.3

732) a = -5.2 | b = 5.2 | c = 0

733) a = -5.2 | b = 5.2 | c = 3.9

734) a = -5.2 | b = 6.5 | c = 0

735) a = -5.2 | b = 6.5 | c = 7.8

736) a = -5.2 | b = 7.8 | c = 0

737) a = -5.2 | b = 7.8 | c = 5.2

738) a = -5.1 | b = -5.1 | c = 0

739) a = -5.1 | b = 0 | c = 0

740) a = -5.1 | b = 0 | c = 5.1

741) a = -5.1 | b = 5.1 | c = 0

742) a = -5 | b = -9 | c = -4

743) a = -5 | b = -9 | c = -3.6

744) a = -5 | b = -9 | c = -2.8

745) a = -5 | b = -9 | c = -1.6

746) a = -5 | b = -9 | c = 0

747) a = -5 | b = -9 | c = 2

748) a = -5 | b = -9 | c = 4.4

749) a = -5 | b = -9 | c = 7.2

750) a = -5 | b = -8.9 | c = 0

751) a = -5 | b = -8.6 | c = 0

752) a = -5 | b = -8.5 | c = -3.6

753) a = -5 | b = -8.5 | c = -3.5

754) a = -5 | b = -8.5 | c = -3.3

755) a = -5 | b = -8.5 | c = -3

756) a = -5 | b = -8.5 | c = -2.6

757) a = -5 | b = -8.5 | c = -2.1

758) a = -5 | b = -8.5 | c = -1.5

759) a = -5 | b = -8.5 | c = -0.8

760) a = -5 | b = -8.5 | c = 0

761) a = -5 | b = -8.5 | c = 0.9

762) a = -5 | b = -8.5 | c = 1.9

763) a = -5 | b = -8.5 | c = 3

764) a = -5 | b = -8.5 | c = 4.2

765) a = -5 | b = -8.5 | c = 5.5

766) a = -5 | b = -8.5 | c = 6.9

767) a = -5 | b = -8.5 | c = 8.4

768) a = -5 | b = -8.3 | c = 5.4

769) a = -5 | b = -8.2 | c = 0

770) a = -5 | b = -8.1 | c = 5.3

771) a = -5 | b = -8 | c = -3.2

772) a = -5 | b = -8 | c = -3

773) a = -5 | b = -8 | c = -2.4

774) a = -5 | b = -8 | c = -1.4

775) a = -5 | b = -8 | c = 0

776) a = -5 | b = -8 | c = 1.8

777) a = -5 | b = -8 | c = 4

778) a = -5 | b = -8 | c = 6.6

779) a = -5 | b = -7.9 | c = 0

780) a = -5 | b = -7.9 | c = 5.2

781) a = -5 | b = -7.8 | c = 0

782) a = -5 | b = -7.7 | c = 0

783) a = -5 | b = -7.6 | c = 0

784) a = -5 | b = -7.5 | c = -2.8

785) a = -5 | b = -7.5 | c = -2.7

786) a = -5 | b = -7.5 | c = -2.5

787) a = -5 | b = -7.5 | c = -2.2

788) a = -5 | b = -7.5 | c = -1.8

789) a = -5 | b = -7.5 | c = -1.3

790) a = -5 | b = -7.5 | c = -0.7

791) a = -5 | b = -7.5 | c = 0

792) a = -5 | b = -7.5 | c = 0.8

793) a = -5 | b = -7.5 | c = 1.7

794) a = -5 | b = -7.5 | c = 2.7

795) a = -5 | b = -7.5 | c = 3.8

796) a = -5 | b = -7.5 | c = 5

797) a = -5 | b = -7.5 | c = 6.3

798) a = -5 | b = -7.5 | c = 7.7

799) a = -5 | b = -7.4 | c = 0

800) a = -5 | b = -7.3 | c = -2.4

801) a = -5 | b = -7.3 | c = 0

802) a = -5 | b = -7.2 | c = 0

803) a = -5 | b = -7.2 | c = 5.6

804) a = -5 | b = -7.1 | c = 0

805) a = -5 | b = -7.1 | c = 4.8

806) a = -5 | b = -7 | c = -2.4

807) a = -5 | b = -7 | c = -2

808) a = -5 | b = -7 | c = -1.2

809) a = -5 | b = -7 | c = 0

810) a = -5 | b = -7 | c = 1.6

811) a = -5 | b = -7 | c = 3.6

812) a = -5 | b = -7 | c = 6

813) a = -5 | b = -7 | c = 8.8

814) a = -5 | b = -6.7 | c = 0

815) a = -5 | b = -6.6 | c = 6.8

816) a = -5 | b = -6.5 | c = -2.1

817) a = -5 | b = -6.5 | c = -2

818) a = -5 | b = -6.5 | c = -1.8

819) a = -5 | b = -6.5 | c = -1.5

820) a = -5 | b = -6.5 | c = -1.1

821) a = -5 | b = -6.5 | c = -0.6

822) a = -5 | b = -6.5 | c = 0

823) a = -5 | b = -6.5 | c = 0.7

824) a = -5 | b = -6.5 | c = 1.5

825) a = -5 | b = -6.5 | c = 2.4

826) a = -5 | b = -6.5 | c = 3.4

827) a = -5 | b = -6.5 | c = 4.5

828) a = -5 | b = -6.5 | c = 5.7

829) a = -5 | b = -6.5 | c = 7

830) a = -5 | b = -6.5 | c = 8.4

831) a = -5 | b = -6.4 | c = 0

832) a = -5 | b = -6.4 | c = 7.2

833) a = -5 | b = -6.3 | c = 0

834) a = -5 | b = -6.3 | c = 7.4

835) a = -5 | b = -6.2 | c = 0

836) a = -5 | b = -6.2 | c = 7.6

837) a = -5 | b = -6.1 | c = 0

838) a = -5 | b = -6.1 | c = 4.3

839) a = -5 | b = -6 | c = -1.8

840) a = -5 | b = -6 | c = -1.6

841) a = -5 | b = -6 | c = -1

842) a = -5 | b = -6 | c = 0

843) a = -5 | b = -6 | c = 1.4

844) a = -5 | b = -6 | c = 3.2

845) a = -5 | b = -6 | c = 5.4

846) a = -5 | b = -6 | c = 8

847) a = -5 | b = -5.9 | c = 8.2

848) a = -5 | b = -5.8 | c = 0

849) a = -5 | b = -5.5 | c = -1.5

850) a = -5 | b = -5.5 | c = -1.4

851) a = -5 | b = -5.5 | c = -1.2

852) a = -5 | b = -5.5 | c = -0.9

853) a = -5 | b = -5.5 | c = -0.5

854) a = -5 | b = -5.5 | c = 0

855) a = -5 | b = -5.5 | c = 0.6

856) a = -5 | b = -5.5 | c = 1.3

857) a = -5 | b = -5.5 | c = 2.1

858) a = -5 | b = -5.5 | c = 3

859) a = -5 | b = -5.5 | c = 4

860) a = -5 | b = -5.5 | c = 5.1

861) a = -5 | b = -5.5 | c = 6.3

862) a = -5 | b = -5.5 | c = 7.6

863) a = -5 | b = -5.5 | c = 9

864) a = -5 | b = -5.4 | c = 0

865) a = -5 | b = -5.3 | c = 0

866) a = -5 | b = -5.2 | c = 0

867) a = -5 | b = -5.1 | c = 0

868) a = -5 | b = -5.1 | c = 3.8

869) a = -5 | b = -5 | c = -1.2

870) a = -5 | b = -5 | c = -0.8

871) a = -5 | b = -5 | c = 0

872) a = -5 | b = -5 | c = 1.2

873) a = -5 | b = -5 | c = 2.8

874) a = -5 | b = -5 | c = 4.8

875) a = -5 | b = -5 | c = 7.2

876) a = -5 | b = -4.9 | c = 3.7

877) a = -5 | b = -4.8 | c = 0

878) a = -5 | b = -4.7 | c = 4.2

879) a = -5 | b = -4.5 | c = -1

880) a = -5 | b = -4.5 | c = -0.9

881) a = -5 | b = -4.5 | c = -0.7

882) a = -5 | b = -4.5 | c = -0.4

883) a = -5 | b = -4.5 | c = 0

884) a = -5 | b = -4.5 | c = 0.5

885) a = -5 | b = -4.5 | c = 1.1

886) a = -5 | b = -4.5 | c = 1.8

887) a = -5 | b = -4.5 | c = 2.6

888) a = -5 | b = -4.5 | c = 3.5

889) a = -5 | b = -4.5 | c = 4.5

890) a = -5 | b = -4.5 | c = 5.6

891) a = -5 | b = -4.5 | c = 6.8

892) a = -5 | b = -4.5 | c = 8.1

893) a = -5 | b = -4.3 | c = 0

894) a = -5 | b = -4.1 | c = 0

895) a = -5 | b = -4.1 | c = 5.1

896) a = -5 | b = -4 | c = -0.8

897) a = -5 | b = -4 | c = -0.6

898) a = -5 | b = -4 | c = 0

899) a = -5 | b = -4 | c = 1

900) a = -5 | b = -4 | c = 2.4

901) a = -5 | b = -4 | c = 4.2

902) a = -5 | b = -4 | c = 6.4

903) a = -5 | b = -4 | c = 9

904) a = -5 | b = -3.9 | c = 0

905) a = -5 | b = -3.9 | c = 3.2

906) a = -5 | b = -3.9 | c = 5.4

907) a = -5 | b = -3.9 | c = 8.9

908) a = -5 | b = -3.8 | c = 0

909) a = -5 | b = -3.7 | c = 0

910) a = -5 | b = -3.7 | c = 5.7

911) a = -5 | b = -3.6 | c = 0

912) a = -5 | b = -3.6 | c = 1.4

913) a = -5 | b = -3.6 | c = 8.6

914) a = -5 | b = -3.5 | c = -0.6

915) a = -5 | b = -3.5 | c = -0.5

916) a = -5 | b = -3.5 | c = -0.3

917) a = -5 | b = -3.5 | c = 0

918) a = -5 | b = -3.5 | c = 0.4

919) a = -5 | b = -3.5 | c = 0.9

920) a = -5 | b = -3.5 | c = 1.5

921) a = -5 | b = -3.5 | c = 2.2

922) a = -5 | b = -3.5 | c = 3

923) a = -5 | b = -3.5 | c = 3.9

924) a = -5 | b = -3.5 | c = 4.9

925) a = -5 | b = -3.5 | c = 6

926) a = -5 | b = -3.5 | c = 7.2

927) a = -5 | b = -3.5 | c = 8.5

928) a = -5 | b = -3.3 | c = 1.7

929) a = -5 | b = -3.2 | c = 0

930) a = -5 | b = -3.2 | c = 1.8

931) a = -5 | b = -3.1 | c = 0

932) a = -5 | b = -3.1 | c = 1.9

933) a = -5 | b = -3 | c = -0.4

934) a = -5 | b = -3 | c = 0

935) a = -5 | b = -3 | c = 0.8

936) a = -5 | b = -3 | c = 2

937) a = -5 | b = -3 | c = 3.6

938) a = -5 | b = -3 | c = 5.6

939) a = -5 | b = -3 | c = 8

940) a = -5 | b = -2.9 | c = 0

941) a = -5 | b = -2.9 | c = 7.9

942) a = -5 | b = -2.8 | c = 7.8

943) a = -5 | b = -2.7 | c = 0

944) a = -5 | b = -2.7 | c = 2.6

945) a = -5 | b = -2.6 | c = 0

946) a = -5 | b = -2.6 | c = 7.6

947) a = -5 | b = -2.5 | c = -0.3

948) a = -5 | b = -2.5 | c = -0.2

949) a = -5 | b = -2.5 | c = 0

950) a = -5 | b = -2.5 | c = 0.3

951) a = -5 | b = -2.5 | c = 0.7

952) a = -5 | b = -2.5 | c = 1.2

953) a = -5 | b = -2.5 | c = 1.8

954) a = -5 | b = -2.5 | c = 2.5

955) a = -5 | b = -2.5 | c = 3.3

956) a = -5 | b = -2.5 | c = 4.2

957) a = -5 | b = -2.5 | c = 5.2

958) a = -5 | b = -2.5 | c = 6.3

959) a = -5 | b = -2.5 | c = 7.5

960) a = -5 | b = -2.5 | c = 8.8

961) a = -5 | b = -2.4 | c = 0

962) a = -5 | b = -2.4 | c = 7.4

963) a = -5 | b = -2.3 | c = 2.4

964) a = -5 | b = -2.3 | c = 2.7

965) a = -5 | b = -2.2 | c = 7.2

966) a = -5 | b = -2.1 | c = 7.1

967) a = -5 | b = -2.1 | c = 8.1

968) a = -5 | b = -2 | c = -0.2

969) a = -5 | b = -2 | c = 0

970) a = -5 | b = -2 | c = 0.6

971) a = -5 | b = -2 | c = 1.6

972) a = -5 | b = -2 | c = 3

973) a = -5 | b = -2 | c = 4.8

974) a = -5 | b = -2 | c = 7

975) a = -5 | b = -1.9 | c = 0

976) a = -5 | b = -1.8 | c = 0

977) a = -5 | b = -1.8 | c = 6.8

978) a = -5 | b = -1.7 | c = 3.3

979) a = -5 | b = -1.6 | c = 0

980) a = -5 | b = -1.6 | c = 3.4

981) a = -5 | b = -1.5 | c = -0.1

982) a = -5 | b = -1.5 | c = 0

983) a = -5 | b = -1.5 | c = 0.2

984) a = -5 | b = -1.5 | c = 0.5

985) a = -5 | b = -1.5 | c = 0.9

986) a = -5 | b = -1.5 | c = 1.4

987) a = -5 | b = -1.5 | c = 2

988) a = -5 | b = -1.5 | c = 2.7

989) a = -5 | b = -1.5 | c = 3.5

990) a = -5 | b = -1.5 | c = 4.4

991) a = -5 | b = -1.5 | c = 5.4

992) a = -5 | b = -1.5 | c = 6.5

993) a = -5 | b = -1.5 | c = 7.7

994) a = -5 | b = -1.5 | c = 9

995) a = -5 | b = -1.4 | c = 3.6

996) a = -5 | b = -1.4 | c = 6.4

997) a = -5 | b = -1.3 | c = 0

998) a = -5 | b = -1.3 | c = 1.9

999) a = -5 | b = -1.3 | c = 3.7

1000) a = -5 | b = -1.2 | c = 0

1001) a = -5 | b = -1.2 | c = 3.8

1002) a = -5 | b = -1.1 | c = 1.8

1003) a = -5 | b = -1.1 | c = 3.9

1004) a = -5 | b = -1.1 | c = 6.1

1005) a = -5 | b = -1 | c = 0

1006) a = -5 | b = -1 | c = 0.4

1007) a = -5 | b = -1 | c = 1.2

1008) a = -5 | b = -1 | c = 2.4

1009) a = -5 | b = -1 | c = 4

1010) a = -5 | b = -1 | c = 6

1011) a = -5 | b = -1 | c = 8.4

1012) a = -5 | b = -0.9 | c = 0

1013) a = -5 | b = -0.9 | c = 1.7

1014) a = -5 | b = -0.9 | c = 4.1

1015) a = -5 | b = -0.8 | c = 0

1016) a = -5 | b = -0.7 | c = 0.9

1017) a = -5 | b = -0.7 | c = 1.6

1018) a = -5 | b = -0.7 | c = 5.7

1019) a = -5 | b = -0.6 | c = 0

1020) a = -5 | b = -0.5 | c = 0

1021) a = -5 | b = -0.5 | c = 0.1

1022) a = -5 | b = -0.5 | c = 0.3

1023) a = -5 | b = -0.5 | c = 0.6

1024) a = -5 | b = -0.5 | c = 1

1025) a = -5 | b = -0.5 | c = 1.5

1026) a = -5 | b = -0.5 | c = 2.1

1027) a = -5 | b = -0.5 | c = 2.8

1028) a = -5 | b = -0.5 | c = 3.6

1029) a = -5 | b = -0.5 | c = 4.5

1030) a = -5 | b = -0.5 | c = 5.5

1031) a = -5 | b = -0.5 | c = 6.6

1032) a = -5 | b = -0.5 | c = 7.8

1033) a = -5 | b = -0.4 | c = 0

1034) a = -5 | b = -0.4 | c = 5.4

1035) a = -5 | b = -0.3 | c = 0

1036) a = -5 | b = -0.3 | c = 5.3

1037) a = -5 | b = -0.2 | c = 0

1038) a = -5 | b = -0.1 | c = 0

1039) a = -5 | b = -0.1 | c = 5.1

1040) a = -5 | b = 0 | c = 0

1041) a = -5 | b = 0 | c = 0.2

1042) a = -5 | b = 0 | c = 0.8

1043) a = -5 | b = 0 | c = 1.8

1044) a = -5 | b = 0 | c = 3.2

1045) a = -5 | b = 0 | c = 5

1046) a = -5 | b = 0 | c = 7.2

1047) a = -5 | b = 0.1 | c = 0

1048) a = -5 | b = 0.1 | c = 5.1

1049) a = -5 | b = 0.2 | c = 0

1050) a = -5 | b = 0.3 | c = 0

1051) a = -5 | b = 0.3 | c = 5.3

1052) a = -5 | b = 0.4 | c = 0

1053) a = -5 | b = 0.4 | c = 5.4

1054) a = -5 | b = 0.5 | c = 0

1055) a = -5 | b = 0.5 | c = 0.1

1056) a = -5 | b = 0.5 | c = 0.3

1057) a = -5 | b = 0.5 | c = 0.6

1058) a = -5 | b = 0.5 | c = 1

1059) a = -5 | b = 0.5 | c = 1.5

1060) a = -5 | b = 0.5 | c = 2.1

1061) a = -5 | b = 0.5 | c = 2.8

1062) a = -5 | b = 0.5 | c = 3.6

1063) a = -5 | b = 0.5 | c = 4.5

1064) a = -5 | b = 0.5 | c = 5.5

1065) a = -5 | b = 0.5 | c = 6.6

1066) a = -5 | b = 0.5 | c = 7.8

1067) a = -5 | b = 0.6 | c = 0

1068) a = -5 | b = 0.7 | c = 0.9

1069) a = -5 | b = 0.7 | c = 1.6

1070) a = -5 | b = 0.7 | c = 5.7

1071) a = -5 | b = 0.8 | c = 0

1072) a = -5 | b = 0.9 | c = 0

1073) a = -5 | b = 0.9 | c = 1.7

1074) a = -5 | b = 0.9 | c = 4.1

1075) a = -5 | b = 1 | c = 0

1076) a = -5 | b = 1 | c = 0.4

1077) a = -5 | b = 1 | c = 1.2

1078) a = -5 | b = 1 | c = 2.4

1079) a = -5 | b = 1 | c = 4

1080) a = -5 | b = 1 | c = 6

1081) a = -5 | b = 1 | c = 8.4

1082) a = -5 | b = 1.1 | c = 1.8

1083) a = -5 | b = 1.1 | c = 3.9

1084) a = -5 | b = 1.1 | c = 6.1

1085) a = -5 | b = 1.2 | c = 0

1086) a = -5 | b = 1.2 | c = 3.8

1087) a = -5 | b = 1.3 | c = 0

1088) a = -5 | b = 1.3 | c = 1.9

1089) a = -5 | b = 1.3 | c = 3.7

1090) a = -5 | b = 1.4 | c = 3.6

1091) a = -5 | b = 1.4 | c = 6.4

1092) a = -5 | b = 1.5 | c = -0.1

1093) a = -5 | b = 1.5 | c = 0

1094) a = -5 | b = 1.5 | c = 0.2

1095) a = -5 | b = 1.5 | c = 0.5

1096) a = -5 | b = 1.5 | c = 0.9

1097) a = -5 | b = 1.5 | c = 1.4

1098) a = -5 | b = 1.5 | c = 2

1099) a = -5 | b = 1.5 | c = 2.7

1100) a = -5 | b = 1.5 | c = 3.5

1101) a = -5 | b = 1.5 | c = 4.4

1102) a = -5 | b = 1.5 | c = 5.4

1103) a = -5 | b = 1.5 | c = 6.5

1104) a = -5 | b = 1.5 | c = 7.7

1105) a = -5 | b = 1.5 | c = 9

1106) a = -5 | b = 1.6 | c = 0

1107) a = -5 | b = 1.6 | c = 3.4

1108) a = -5 | b = 1.7 | c = 3.3

1109) a = -5 | b = 1.8 | c = 0

1110) a = -5 | b = 1.8 | c = 6.8

1111) a = -5 | b = 1.9 | c = 0

1112) a = -5 | b = 2 | c = -0.2

1113) a = -5 | b = 2 | c = 0

1114) a = -5 | b = 2 | c = 0.6

1115) a = -5 | b = 2 | c = 1.6

1116) a = -5 | b = 2 | c = 3

1117) a = -5 | b = 2 | c = 4.8

1118) a = -5 | b = 2 | c = 7

1119) a = -5 | b = 2.1 | c = 7.1

1120) a = -5 | b = 2.1 | c = 8.1

1121) a = -5 | b = 2.2 | c = 7.2

1122) a = -5 | b = 2.3 | c = 2.4

1123) a = -5 | b = 2.3 | c = 2.7

1124) a = -5 | b = 2.4 | c = 0

1125) a = -5 | b = 2.4 | c = 7.4

1126) a = -5 | b = 2.5 | c = -0.3

1127) a = -5 | b = 2.5 | c = -0.2

1128) a = -5 | b = 2.5 | c = 0

1129) a = -5 | b = 2.5 | c = 0.3

1130) a = -5 | b = 2.5 | c = 0.7

1131) a = -5 | b = 2.5 | c = 1.2

1132) a = -5 | b = 2.5 | c = 1.8

1133) a = -5 | b = 2.5 | c = 2.5

1134) a = -5 | b = 2.5 | c = 3.3

1135) a = -5 | b = 2.5 | c = 4.2

1136) a = -5 | b = 2.5 | c = 5.2

1137) a = -5 | b = 2.5 | c = 6.3

1138) a = -5 | b = 2.5 | c = 7.5

1139) a = -5 | b = 2.5 | c = 8.8

1140) a = -5 | b = 2.6 | c = 0

1141) a = -5 | b = 2.6 | c = 7.6

1142) a = -5 | b = 2.7 | c = 0

1143) a = -5 | b = 2.7 | c = 2.6

1144) a = -5 | b = 2.8 | c = 7.8

1145) a = -5 | b = 2.9 | c = 0

1146) a = -5 | b = 2.9 | c = 7.9

1147) a = -5 | b = 3 | c = -0.4

1148) a = -5 | b = 3 | c = 0

1149) a = -5 | b = 3 | c = 0.8

1150) a = -5 | b = 3 | c = 2

1151) a = -5 | b = 3 | c = 3.6

1152) a = -5 | b = 3 | c = 5.6

1153) a = -5 | b = 3 | c = 8

1154) a = -5 | b = 3.1 | c = 0

1155) a = -5 | b = 3.1 | c = 1.9

1156) a = -5 | b = 3.2 | c = 0

1157) a = -5 | b = 3.2 | c = 1.8

1158) a = -5 | b = 3.3 | c = 1.7

1159) a = -5 | b = 3.5 | c = -0.6

1160) a = -5 | b = 3.5 | c = -0.5

1161) a = -5 | b = 3.5 | c = -0.3

1162) a = -5 | b = 3.5 | c = 0

1163) a = -5 | b = 3.5 | c = 0.4

1164) a = -5 | b = 3.5 | c = 0.9

1165) a = -5 | b = 3.5 | c = 1.5

1166) a = -5 | b = 3.5 | c = 2.2

1167) a = -5 | b = 3.5 | c = 3

1168) a = -5 | b = 3.5 | c = 3.9

1169) a = -5 | b = 3.5 | c = 4.9

1170) a = -5 | b = 3.5 | c = 6

1171) a = -5 | b = 3.5 | c = 7.2

1172) a = -5 | b = 3.5 | c = 8.5

1173) a = -5 | b = 3.6 | c = 0

1174) a = -5 | b = 3.6 | c = 1.4

1175) a = -5 | b = 3.6 | c = 8.6

1176) a = -5 | b = 3.7 | c = 0

1177) a = -5 | b = 3.7 | c = 5.7

1178) a = -5 | b = 3.8 | c = 0

1179) a = -5 | b = 3.9 | c = 0

1180) a = -5 | b = 3.9 | c = 3.2

1181) a = -5 | b = 3.9 | c = 5.4

1182) a = -5 | b = 3.9 | c = 8.9

1183) a = -5 | b = 4 | c = -0.8

1184) a = -5 | b = 4 | c = -0.6

1185) a = -5 | b = 4 | c = 0

1186) a = -5 | b = 4 | c = 1

1187) a = -5 | b = 4 | c = 2.4

1188) a = -5 | b = 4 | c = 4.2

1189) a = -5 | b = 4 | c = 6.4

1190) a = -5 | b = 4 | c = 9

