1) d = 81 | x1 = -1.0 | x2 = 0
485) d = 184.96 | x1 = -1.0 | x2 = 1.0

486) d = 2.89 | x1 = 0 | x2 = 0.25

487) d = 11.56 | x1 = 0 | x2 = 0.5

488) d = 26.01 | x1 = 0 | x2 = 0.75

489) d = 0.0 | x1 = 0.5 | x2 = 0.5

490) d = 46.24 | x1 = 0 | x2 = 1.0

491) d = 184.96 | x1 = -0.5 | x2 = 1.5

492) d = 72.25 | x1 = 0 | x2 = 1.25

493) d = 44.89 | x1 = -1.0 | x2 = 0

494) d = 0.0 | x1 = 0 | x2 = 0

495) d = 179.56 | x1 = -1.0 | x2 = 1.0

496) d = 44.89 | x1 = 0 | x2 = 1.0

497) d = 43.56 | x1 = -1.0 | x2 = 0

498) d = 10.89 | x1 = -0.5 | x2 = 0

499) d = 0.0 | x1 = 0 | x2 = 0

500) d = 174.24 | x1 = -1.0 | x2 = 1.0

501) d = 10.89 | x1 = 0 | x2 = 0.5

502) d = 43.56 | x1 = 0 | x2 = 1.0

503) d = 60.84 | x1 = -1.2 | x2 = 0

504) d = 42.25 | x1 = -1.0 | x2 = 0

505) d = 27.04 | x1 = -0.8 | x2 = 0

506) d = 15.21 | x1 = -0.6 | x2 = 0

507) d = 6.76 | x1 = -0.4 | x2 = 0

508) d = 1.69 | x1 = -0.2 | x2 = 0

509) d = 0.0 | x1 = 0 | x2 = 0

510) d = 169.0 | x1 = -1.0 | x2 = 1.0

511) d = 1.69 | x1 = 0 | x2 = 0.2

512) d = 6.76 | x1 = 0 | x2 = 0.4

513) d = 15.21 | x1 = 0 | x2 = 0.6

514) d = 27.04 | x1 = 0 | x2 = 0.8

515) d = 42.25 | x1 = 0 | x2 = 1.0

516) d = 60.84 | x1 = 0 | x2 = 1.2

517) d = 64.0 | x1 = -1.25 | x2 = 0

518) d = 0.0 | x1 = -0.5 | x2 = -0.5

519) d = 40.96 | x1 = -1.0 | x2 = 0

520) d = 64.0 | x1 = -1.0 | x2 = 0.25

521) d = 0.0 | x1 = -0.25 | x2 = -0.25

522) d = 10.24 | x1 = -0.5 | x2 = 0

523) d = 2.56 | x1 = -0.25 | x2 = 0

524) d = 207.36 | x1 = -1.25 | x2 = 1.0

525) d = 0.0 | x1 = 0 | x2 = 0

526) d = 10.24 | x1 = -0.25 | x2 = 0.25

527) d = 40.96 | x1 = -0.5 | x2 = 0.5

528) d = 163.84 | x1 = -1.0 | x2 = 1.0

529) d = 2.56 | x1 = 0 | x2 = 0.25

530) d = 207.36 | x1 = -1.0 | x2 = 1.25

531) d = 0.0 | x1 = 0.25 | x2 = 0.25

532) d = 10.24 | x1 = 0 | x2 = 0.5

533) d = 64.0 | x1 = -0.25 | x2 = 1.0

534) d = 0.0 | x1 = 0.5 | x2 = 0.5

535) d = 40.96 | x1 = 0 | x2 = 1.0

536) d = 64.0 | x1 = 0 | x2 = 1.25

537) d = 39.69 | x1 = -1.0 | x2 = 0

538) d = 0.0 | x1 = 0 | x2 = 0

539) d = 158.76 | x1 = -1.0 | x2 = 1.0

540) d = 39.69 | x1 = 0 | x2 = 1.0

541) d = 38.44 | x1 = -1.0 | x2 = 0

542) d = 9.61 | x1 = -0.5 | x2 = 0

543) d = 0.0 | x1 = 0 | x2 = 0

544) d = 153.76 | x1 = -1.0 | x2 = 1.0

545) d = 9.61 | x1 = 0 | x2 = 0.5

546) d = 38.44 | x1 = 0 | x2 = 1.0

547) d = 37.21 | x1 = -1.0 | x2 = 0

548) d = 0.0 | x1 = 0 | x2 = 0

549) d = 148.84 | x1 = -1.0 | x2 = 1.0

550) d = 37.21 | x1 = 0 | x2 = 1.0

551) d = 9 | x1 = -1.0 | x2 = -0.5

552) d = 81 | x1 = -1.5 | x2 = 0

553) d = 225 | x1 = -2.0 | x2 = 0.5

554) d = 75.69 | x1 = -1.45 | x2 = 0

555) d = 243.36 | x1 = -2.0 | x2 = 0.6

556) d = 252.81 | x1 = -2.0 | x2 = 0.65

557) d = 60.84 | x1 = -1.3 | x2 = 0

558) d = 20.25 | x1 = -1.0 | x2 = -0.25

559) d = 56.25 | x1 = -1.25 | x2 = 0

560) d = 272.25 | x1 = -2.0 | x2 = 0.75

561) d = 51.84 | x1 = -1.2 | x2 = 0

562) d = 198.81 | x1 = -1.75 | x2 = 0.6

563) d = 39.69 | x1 = -1.05 | x2 = 0

564) d = 0.0 | x1 = -0.5 | x2 = -0.5

565) d = 36 | x1 = -1.0 | x2 = 0

566) d = 144.0 | x1 = -1.5 | x2 = 0.5

567) d = 29.16 | x1 = -0.9 | x2 = 0

568) d = 26.01 | x1 = -0.85 | x2 = 0

569) d = 20.25 | x1 = -0.75 | x2 = 0

570) d = 56.25 | x1 = -1.0 | x2 = 0.25

571) d = 60.84 | x1 = -1.0 | x2 = 0.3

572) d = 15.21 | x1 = -0.65 | x2 = 0

573) d = 123.21 | x1 = -1.25 | x2 = 0.6

574) d = 12.96 | x1 = -0.6 | x2 = 0

575) d = 207.36 | x1 = -1.5 | x2 = 0.9

576) d = 9 | x1 = -0.5 | x2 = 0

577) d = 81 | x1 = -1.0 | x2 = 0.5

578) d = 225 | x1 = -1.5 | x2 = 1.0

579) d = 7.29 | x1 = -0.45 | x2 = 0

580) d = 216.09 | x1 = -1.45 | x2 = 1.0

581) d = 70.56 | x1 = -0.9 | x2 = 0.5

582) d = 98.01 | x1 = -1.0 | x2 = 0.65

583) d = 3.24 | x1 = -0.3 | x2 = 0

584) d = 190.44 | x1 = -1.3 | x2 = 1.0

585) d = 2.25 | x1 = -0.25 | x2 = 0

586) d = 110.25 | x1 = -1.0 | x2 = 0.75

587) d = 182.25 | x1 = -1.25 | x2 = 1.0

588) d = 0.81 | x1 = -0.15 | x2 = 0

589) d = 123.21 | x1 = -1.0 | x2 = 0.85

590) d = 216.09 | x1 = -1.25 | x2 = 1.2

591) d = 0 | x1 = 0 | x2 = 0

592) d = 36.0 | x1 = -0.5 | x2 = 0.5

593) d = 144 | x1 = -1.0 | x2 = 1.0

594) d = 216.09 | x1 = -1.2 | x2 = 1.25

595) d = 0.81 | x1 = 0 | x2 = 0.15

596) d = 123.21 | x1 = -0.85 | x2 = 1.0

597) d = 2.25 | x1 = 0 | x2 = 0.25

598) d = 110.25 | x1 = -0.75 | x2 = 1.0

599) d = 182.25 | x1 = -1.0 | x2 = 1.25

600) d = 3.24 | x1 = 0 | x2 = 0.3

601) d = 190.44 | x1 = -1.0 | x2 = 1.3

602) d = 98.01 | x1 = -0.65 | x2 = 1.0

603) d = 70.56 | x1 = -0.5 | x2 = 0.9

604) d = 7.29 | x1 = 0 | x2 = 0.45

605) d = 216.09 | x1 = -1.0 | x2 = 1.45

606) d = 9 | x1 = 0 | x2 = 0.5

607) d = 81 | x1 = -0.5 | x2 = 1.0

608) d = 225 | x1 = -1.0 | x2 = 1.5

609) d = 12.96 | x1 = 0 | x2 = 0.6

610) d = 207.36 | x1 = -0.9 | x2 = 1.5

611) d = 15.21 | x1 = 0 | x2 = 0.65

612) d = 123.21 | x1 = -0.6 | x2 = 1.25

613) d = 60.84 | x1 = -0.3 | x2 = 1.0

614) d = 20.25 | x1 = 0 | x2 = 0.75

615) d = 56.25 | x1 = -0.25 | x2 = 1.0

616) d = 26.01 | x1 = 0 | x2 = 0.85

617) d = 29.16 | x1 = 0 | x2 = 0.9

618) d = 0.0 | x1 = 0.5 | x2 = 0.5

619) d = 36 | x1 = 0 | x2 = 1.0

620) d = 144.0 | x1 = -0.5 | x2 = 1.5

621) d = 39.69 | x1 = 0 | x2 = 1.05

622) d = 198.81 | x1 = -0.6 | x2 = 1.75

623) d = 51.84 | x1 = 0 | x2 = 1.2

624) d = 20.25 | x1 = 0.25 | x2 = 1.0

625) d = 56.25 | x1 = 0 | x2 = 1.25

626) d = 272.25 | x1 = -0.75 | x2 = 2.0

627) d = 60.84 | x1 = 0 | x2 = 1.3

628) d = 252.81 | x1 = -0.65 | x2 = 2.0

629) d = 243.36 | x1 = -0.6 | x2 = 2.0

630) d = 75.69 | x1 = 0 | x2 = 1.45

631) d = 9 | x1 = 0.5 | x2 = 1.0

632) d = 81 | x1 = 0 | x2 = 1.5

633) d = 225 | x1 = -0.5 | x2 = 2.0

634) d = 34.81 | x1 = -1.0 | x2 = 0

635) d = 0.0 | x1 = 0 | x2 = 0

636) d = 139.24 | x1 = -1.0 | x2 = 1.0

637) d = 34.81 | x1 = 0 | x2 = 1.0

638) d = 75.69 | x1 = -1.5 | x2 = 0

639) d = 33.64 | x1 = -1.0 | x2 = 0

640) d = 8.41 | x1 = -0.5 | x2 = 0

641) d = 0.0 | x1 = 0 | x2 = 0

642) d = 134.56 | x1 = -1.0 | x2 = 1.0

643) d = 8.41 | x1 = 0 | x2 = 0.5

644) d = 33.64 | x1 = 0 | x2 = 1.0

645) d = 75.69 | x1 = 0 | x2 = 1.5

646) d = 32.49 | x1 = -1.0 | x2 = 0

647) d = 0.0 | x1 = 0 | x2 = 0

648) d = 129.96 | x1 = -1.0 | x2 = 1.0

649) d = 32.49 | x1 = 0 | x2 = 1.0

650) d = 196.0 | x1 = -2.0 | x2 = 0.5

651) d = 17.64 | x1 = -1.0 | x2 = -0.25

652) d = 49.0 | x1 = -1.25 | x2 = 0

653) d = 0.0 | x1 = -0.5 | x2 = -0.5

654) d = 31.36 | x1 = -1.0 | x2 = 0

655) d = 49.0 | x1 = -1.0 | x2 = 0.25

656) d = 7.84 | x1 = -0.5 | x2 = 0

657) d = 1.96 | x1 = -0.25 | x2 = 0

658) d = 158.76 | x1 = -1.25 | x2 = 1.0

659) d = 0.0 | x1 = 0 | x2 = 0

660) d = 31.36 | x1 = -0.5 | x2 = 0.5

661) d = 125.44 | x1 = -1.0 | x2 = 1.0

662) d = 1.96 | x1 = 0 | x2 = 0.25

663) d = 158.76 | x1 = -1.0 | x2 = 1.25

664) d = 7.84 | x1 = 0 | x2 = 0.5

665) d = 49.0 | x1 = -0.25 | x2 = 1.0

666) d = 0.0 | x1 = 0.5 | x2 = 0.5

667) d = 31.36 | x1 = 0 | x2 = 1.0

668) d = 17.64 | x1 = 0.25 | x2 = 1.0

669) d = 49.0 | x1 = 0 | x2 = 1.25

670) d = 196.0 | x1 = -0.5 | x2 = 2.0

671) d = 77.44 | x1 = -1.6 | x2 = 0

672) d = 43.56 | x1 = -1.2 | x2 = 0

673) d = 237.16 | x1 = -2.0 | x2 = 0.8

674) d = 30.25 | x1 = -1.0 | x2 = 0

675) d = 19.36 | x1 = -0.8 | x2 = 0

676) d = 10.89 | x1 = -0.6 | x2 = 0

677) d = 59.29 | x1 = -1.0 | x2 = 0.4

678) d = 204.49 | x1 = -1.6 | x2 = 1.0

679) d = 4.84 | x1 = -0.4 | x2 = 0

680) d = 1.21 | x1 = -0.2 | x2 = 0

681) d = 98.01 | x1 = -1.0 | x2 = 0.8

682) d = 146.41 | x1 = -1.2 | x2 = 1.0

683) d = 0.0 | x1 = 0 | x2 = 0

684) d = 121.0 | x1 = -1.0 | x2 = 1.0

685) d = 1.21 | x1 = 0 | x2 = 0.2

686) d = 98.01 | x1 = -0.8 | x2 = 1.0

687) d = 146.41 | x1 = -1.0 | x2 = 1.2

688) d = 4.84 | x1 = 0 | x2 = 0.4

689) d = 10.89 | x1 = 0 | x2 = 0.6

690) d = 59.29 | x1 = -0.4 | x2 = 1.0

691) d = 204.49 | x1 = -1.0 | x2 = 1.6

692) d = 19.36 | x1 = 0 | x2 = 0.8

693) d = 30.25 | x1 = 0 | x2 = 1.0

694) d = 43.56 | x1 = 0 | x2 = 1.2

695) d = 237.16 | x1 = -0.8 | x2 = 2.0

696) d = 77.44 | x1 = 0 | x2 = 1.6

697) d = 182.25 | x1 = -2.0 | x2 = 0.5

698) d = 29.16 | x1 = -1.0 | x2 = 0

699) d = 7.29 | x1 = -0.5 | x2 = 0

700) d = 0.0 | x1 = 0 | x2 = 0

701) d = 116.64 | x1 = -1.0 | x2 = 1.0

702) d = 7.29 | x1 = 0 | x2 = 0.5

703) d = 29.16 | x1 = 0 | x2 = 1.0

704) d = 182.25 | x1 = -0.5 | x2 = 2.0

705) d = 28.09 | x1 = -1.0 | x2 = 0

706) d = 0.0 | x1 = 0 | x2 = 0

707) d = 112.36 | x1 = -1.0 | x2 = 1.0

708) d = 28.09 | x1 = 0 | x2 = 1.0

709) d = 60.84 | x1 = -1.5 | x2 = 0

710) d = 169.0 | x1 = -2.0 | x2 = 0.5

711) d = 42.25 | x1 = -1.25 | x2 = 0

712) d = 204.49 | x1 = -2.0 | x2 = 0.75

713) d = 0.0 | x1 = -0.5 | x2 = -0.5

714) d = 27.04 | x1 = -1.0 | x2 = 0

715) d = 108.16 | x1 = -1.5 | x2 = 0.5

716) d = 15.21 | x1 = -0.75 | x2 = 0

717) d = 42.25 | x1 = -1.0 | x2 = 0.25

718) d = 6.76 | x1 = -0.5 | x2 = 0

719) d = 169.0 | x1 = -1.5 | x2 = 1.0

720) d = 1.69 | x1 = -0.25 | x2 = 0

721) d = 82.81 | x1 = -1.0 | x2 = 0.75

722) d = 0.0 | x1 = 0 | x2 = 0

723) d = 27.04 | x1 = -0.5 | x2 = 0.5

724) d = 108.16 | x1 = -1.0 | x2 = 1.0

725) d = 1.69 | x1 = 0 | x2 = 0.25

726) d = 82.81 | x1 = -0.75 | x2 = 1.0

727) d = 6.76 | x1 = 0 | x2 = 0.5

728) d = 169.0 | x1 = -1.0 | x2 = 1.5

729) d = 15.21 | x1 = 0 | x2 = 0.75

730) d = 42.25 | x1 = -0.25 | x2 = 1.0

731) d = 0.0 | x1 = 0.5 | x2 = 0.5

732) d = 27.04 | x1 = 0 | x2 = 1.0

733) d = 108.16 | x1 = -0.5 | x2 = 1.5

734) d = 42.25 | x1 = 0 | x2 = 1.25

735) d = 204.49 | x1 = -0.75 | x2 = 2.0

736) d = 60.84 | x1 = 0 | x2 = 1.5

737) d = 169.0 | x1 = -0.5 | x2 = 2.0

738) d = 26.01 | x1 = -1.0 | x2 = 0

739) d = 0.0 | x1 = 0 | x2 = 0

740) d = 104.04 | x1 = -1.0 | x2 = 1.0

741) d = 26.01 | x1 = 0 | x2 = 1.0

742) d = 1 | x1 = -1.0 | x2 = -0.8

743) d = 9.0 | x1 = -1.2 | x2 = -0.6

744) d = 25.0 | x1 = -1.4 | x2 = -0.4

745) d = 49.0 | x1 = -1.6 | x2 = -0.2

746) d = 81 | x1 = -1.8 | x2 = 0

747) d = 121 | x1 = -2.0 | x2 = 0.2

748) d = 169.0 | x1 = -2.2 | x2 = 0.4

749) d = 225.0 | x1 = -2.4 | x2 = 0.6

750) d = 79.21 | x1 = -1.78 | x2 = 0

751) d = 73.96 | x1 = -1.72 | x2 = 0

752) d = 0.25 | x1 = -0.9 | x2 = -0.8

753) d = 2.25 | x1 = -1.0 | x2 = -0.7

754) d = 6.25 | x1 = -1.1 | x2 = -0.6

755) d = 12.25 | x1 = -1.2 | x2 = -0.5

756) d = 20.25 | x1 = -1.3 | x2 = -0.4

757) d = 30.25 | x1 = -1.4 | x2 = -0.3

758) d = 42.25 | x1 = -1.5 | x2 = -0.2

759) d = 56.25 | x1 = -1.6 | x2 = -0.1

760) d = 72.25 | x1 = -1.7 | x2 = 0

761) d = 90.25 | x1 = -1.8 | x2 = 0.1

762) d = 110.25 | x1 = -1.9 | x2 = 0.2

763) d = 132.25 | x1 = -2.0 | x2 = 0.3

764) d = 156.25 | x1 = -2.1 | x2 = 0.4

765) d = 182.25 | x1 = -2.2 | x2 = 0.5

766) d = 210.25 | x1 = -2.3 | x2 = 0.6

767) d = 240.25 | x1 = -2.4 | x2 = 0.7

768) d = 176.89 | x1 = -2.16 | x2 = 0.5

769) d = 67.24 | x1 = -1.64 | x2 = 0

770) d = 171.61 | x1 = -2.12 | x2 = 0.5

771) d = 0.0 | x1 = -0.8 | x2 = -0.8

772) d = 4 | x1 = -1.0 | x2 = -0.6

773) d = 16.0 | x1 = -1.2 | x2 = -0.4

774) d = 36.0 | x1 = -1.4 | x2 = -0.2

775) d = 64 | x1 = -1.6 | x2 = 0

776) d = 100.0 | x1 = -1.8 | x2 = 0.2

777) d = 144 | x1 = -2.0 | x2 = 0.4

778) d = 196.0 | x1 = -2.2 | x2 = 0.6

779) d = 62.41 | x1 = -1.58 | x2 = 0

780) d = 166.41 | x1 = -2.08 | x2 = 0.5

781) d = 60.84 | x1 = -1.56 | x2 = 0

782) d = 59.29 | x1 = -1.54 | x2 = 0

783) d = 57.76 | x1 = -1.52 | x2 = 0

784) d = 0.25 | x1 = -0.8 | x2 = -0.7

785) d = 2.25 | x1 = -0.9 | x2 = -0.6

786) d = 6.25 | x1 = -1.0 | x2 = -0.5

787) d = 12.25 | x1 = -1.1 | x2 = -0.4

788) d = 20.25 | x1 = -1.2 | x2 = -0.3

789) d = 30.25 | x1 = -1.3 | x2 = -0.2

790) d = 42.25 | x1 = -1.4 | x2 = -0.1

791) d = 56.25 | x1 = -1.5 | x2 = 0

792) d = 72.25 | x1 = -1.6 | x2 = 0.1

793) d = 90.25 | x1 = -1.7 | x2 = 0.2

794) d = 110.25 | x1 = -1.8 | x2 = 0.3

795) d = 132.25 | x1 = -1.9 | x2 = 0.4

796) d = 156.25 | x1 = -2.0 | x2 = 0.5

797) d = 182.25 | x1 = -2.1 | x2 = 0.6

798) d = 210.25 | x1 = -2.2 | x2 = 0.7

799) d = 54.76 | x1 = -1.48 | x2 = 0

800) d = 5.29 | x1 = -0.96 | x2 = -0.5

801) d = 53.29 | x1 = -1.46 | x2 = 0

802) d = 51.84 | x1 = -1.44 | x2 = 0

803) d = 163.84 | x1 = -2.0 | x2 = 0.56

804) d = 50.41 | x1 = -1.42 | x2 = 0

805) d = 146.41 | x1 = -1.92 | x2 = 0.5

806) d = 1.0 | x1 = -0.8 | x2 = -0.6

807) d = 9 | x1 = -1.0 | x2 = -0.4

808) d = 25.0 | x1 = -1.2 | x2 = -0.2

809) d = 49 | x1 = -1.4 | x2 = 0

810) d = 81.0 | x1 = -1.6 | x2 = 0.2

811) d = 121.0 | x1 = -1.8 | x2 = 0.4

812) d = 169 | x1 = -2.0 | x2 = 0.6

813) d = 225.0 | x1 = -2.2 | x2 = 0.8

814) d = 44.89 | x1 = -1.34 | x2 = 0

815) d = 179.56 | x1 = -2.0 | x2 = 0.68

816) d = 0.25 | x1 = -0.7 | x2 = -0.6

817) d = 2.25 | x1 = -0.8 | x2 = -0.5

818) d = 6.25 | x1 = -0.9 | x2 = -0.4

819) d = 12.25 | x1 = -1.0 | x2 = -0.3

820) d = 20.25 | x1 = -1.1 | x2 = -0.2

821) d = 30.25 | x1 = -1.2 | x2 = -0.1

822) d = 42.25 | x1 = -1.3 | x2 = 0

823) d = 56.25 | x1 = -1.4 | x2 = 0.1

824) d = 72.25 | x1 = -1.5 | x2 = 0.2

825) d = 90.25 | x1 = -1.6 | x2 = 0.3

826) d = 110.25 | x1 = -1.7 | x2 = 0.4

827) d = 132.25 | x1 = -1.8 | x2 = 0.5

828) d = 156.25 | x1 = -1.9 | x2 = 0.6

829) d = 182.25 | x1 = -2.0 | x2 = 0.7

830) d = 210.25 | x1 = -2.1 | x2 = 0.8

831) d = 40.96 | x1 = -1.28 | x2 = 0

832) d = 184.96 | x1 = -2.0 | x2 = 0.72

833) d = 39.69 | x1 = -1.26 | x2 = 0

834) d = 187.69 | x1 = -2.0 | x2 = 0.74

835) d = 38.44 | x1 = -1.24 | x2 = 0

836) d = 190.44 | x1 = -2.0 | x2 = 0.76

837) d = 37.21 | x1 = -1.22 | x2 = 0

838) d = 123.21 | x1 = -1.72 | x2 = 0.5

839) d = 0.0 | x1 = -0.6 | x2 = -0.6

840) d = 4.0 | x1 = -0.8 | x2 = -0.4

841) d = 16 | x1 = -1.0 | x2 = -0.2

842) d = 36 | x1 = -1.2 | x2 = 0

843) d = 64.0 | x1 = -1.4 | x2 = 0.2

844) d = 100.0 | x1 = -1.6 | x2 = 0.4

845) d = 144.0 | x1 = -1.8 | x2 = 0.6

846) d = 196 | x1 = -2.0 | x2 = 0.8

847) d = 198.81 | x1 = -2.0 | x2 = 0.82

848) d = 33.64 | x1 = -1.16 | x2 = 0

849) d = 0.25 | x1 = -0.6 | x2 = -0.5

850) d = 2.25 | x1 = -0.7 | x2 = -0.4

851) d = 6.25 | x1 = -0.8 | x2 = -0.3

852) d = 12.25 | x1 = -0.9 | x2 = -0.2

853) d = 20.25 | x1 = -1.0 | x2 = -0.1

854) d = 30.25 | x1 = -1.1 | x2 = 0

855) d = 42.25 | x1 = -1.2 | x2 = 0.1

856) d = 56.25 | x1 = -1.3 | x2 = 0.2

857) d = 72.25 | x1 = -1.4 | x2 = 0.3

858) d = 90.25 | x1 = -1.5 | x2 = 0.4

859) d = 110.25 | x1 = -1.6 | x2 = 0.5

860) d = 132.25 | x1 = -1.7 | x2 = 0.6

861) d = 156.25 | x1 = -1.8 | x2 = 0.7

862) d = 182.25 | x1 = -1.9 | x2 = 0.8

863) d = 210.25 | x1 = -2.0 | x2 = 0.9

864) d = 29.16 | x1 = -1.08 | x2 = 0

865) d = 28.09 | x1 = -1.06 | x2 = 0

866) d = 27.04 | x1 = -1.04 | x2 = 0

867) d = 26.01 | x1 = -1.02 | x2 = 0

868) d = 102.01 | x1 = -1.52 | x2 = 0.5

869) d = 1.0 | x1 = -0.6 | x2 = -0.4

870) d = 9.0 | x1 = -0.8 | x2 = -0.2

871) d = 25 | x1 = -1.0 | x2 = 0

872) d = 49.0 | x1 = -1.2 | x2 = 0.2

873) d = 81.0 | x1 = -1.4 | x2 = 0.4

874) d = 121.0 | x1 = -1.6 | x2 = 0.6

875) d = 169.0 | x1 = -1.8 | x2 = 0.8

876) d = 98.01 | x1 = -1.48 | x2 = 0.5

877) d = 23.04 | x1 = -0.96 | x2 = 0

878) d = 106.09 | x1 = -1.5 | x2 = 0.56

879) d = 0.25 | x1 = -0.5 | x2 = -0.4

880) d = 2.25 | x1 = -0.6 | x2 = -0.3

881) d = 6.25 | x1 = -0.7 | x2 = -0.2

882) d = 12.25 | x1 = -0.8 | x2 = -0.1

883) d = 20.25 | x1 = -0.9 | x2 = 0

884) d = 30.25 | x1 = -1.0 | x2 = 0.1

885) d = 42.25 | x1 = -1.1 | x2 = 0.2

886) d = 56.25 | x1 = -1.2 | x2 = 0.3

887) d = 72.25 | x1 = -1.3 | x2 = 0.4

888) d = 90.25 | x1 = -1.4 | x2 = 0.5

889) d = 110.25 | x1 = -1.5 | x2 = 0.6

890) d = 132.25 | x1 = -1.6 | x2 = 0.7

891) d = 156.25 | x1 = -1.7 | x2 = 0.8

892) d = 182.25 | x1 = -1.8 | x2 = 0.9

893) d = 18.49 | x1 = -0.86 | x2 = 0

894) d = 16.81 | x1 = -0.82 | x2 = 0

895) d = 118.81 | x1 = -1.5 | x2 = 0.68

896) d = 0.0 | x1 = -0.4 | x2 = -0.4

897) d = 4.0 | x1 = -0.6 | x2 = -0.2

898) d = 16 | x1 = -0.8 | x2 = 0

899) d = 36 | x1 = -1.0 | x2 = 0.2

900) d = 64.0 | x1 = -1.2 | x2 = 0.4

901) d = 100.0 | x1 = -1.4 | x2 = 0.6

902) d = 144.0 | x1 = -1.6 | x2 = 0.8

903) d = 196 | x1 = -1.8 | x2 = 1.0

904) d = 15.21 | x1 = -0.78 | x2 = 0

905) d = 79.21 | x1 = -1.28 | x2 = 0.5

906) d = 123.21 | x1 = -1.5 | x2 = 0.72

907) d = 193.21 | x1 = -1.78 | x2 = 1.0

908) d = 14.44 | x1 = -0.76 | x2 = 0

909) d = 13.69 | x1 = -0.74 | x2 = 0

910) d = 127.69 | x1 = -1.5 | x2 = 0.76

911) d = 12.96 | x1 = -0.72 | x2 = 0

912) d = 40.96 | x1 = -1.0 | x2 = 0.28

913) d = 184.96 | x1 = -1.72 | x2 = 1.0

914) d = 0.25 | x1 = -0.4 | x2 = -0.3

915) d = 2.25 | x1 = -0.5 | x2 = -0.2

916) d = 6.25 | x1 = -0.6 | x2 = -0.1

917) d = 12.25 | x1 = -0.7 | x2 = 0

918) d = 20.25 | x1 = -0.8 | x2 = 0.1

919) d = 30.25 | x1 = -0.9 | x2 = 0.2

920) d = 42.25 | x1 = -1.0 | x2 = 0.3

921) d = 56.25 | x1 = -1.1 | x2 = 0.4

922) d = 72.25 | x1 = -1.2 | x2 = 0.5

923) d = 90.25 | x1 = -1.3 | x2 = 0.6

924) d = 110.25 | x1 = -1.4 | x2 = 0.7

925) d = 132.25 | x1 = -1.5 | x2 = 0.8

926) d = 156.25 | x1 = -1.6 | x2 = 0.9

927) d = 182.25 | x1 = -1.7 | x2 = 1.0

928) d = 44.89 | x1 = -1.0 | x2 = 0.34

929) d = 10.24 | x1 = -0.64 | x2 = 0

930) d = 46.24 | x1 = -1.0 | x2 = 0.36

931) d = 9.61 | x1 = -0.62 | x2 = 0

932) d = 47.61 | x1 = -1.0 | x2 = 0.38

933) d = 1.0 | x1 = -0.4 | x2 = -0.2

934) d = 9 | x1 = -0.6 | x2 = 0

935) d = 25.0 | x1 = -0.8 | x2 = 0.2

936) d = 49 | x1 = -1.0 | x2 = 0.4

937) d = 81.0 | x1 = -1.2 | x2 = 0.6

938) d = 121.0 | x1 = -1.4 | x2 = 0.8

939) d = 169 | x1 = -1.6 | x2 = 1.0

940) d = 8.41 | x1 = -0.58 | x2 = 0

941) d = 166.41 | x1 = -1.58 | x2 = 1.0

942) d = 163.84 | x1 = -1.56 | x2 = 1.0

943) d = 7.29 | x1 = -0.54 | x2 = 0

944) d = 59.29 | x1 = -1.04 | x2 = 0.5

945) d = 6.76 | x1 = -0.52 | x2 = 0

946) d = 158.76 | x1 = -1.52 | x2 = 1.0

947) d = 0.25 | x1 = -0.3 | x2 = -0.2

948) d = 2.25 | x1 = -0.4 | x2 = -0.1

949) d = 6.25 | x1 = -0.5 | x2 = 0

950) d = 12.25 | x1 = -0.6 | x2 = 0.1

951) d = 20.25 | x1 = -0.7 | x2 = 0.2

952) d = 30.25 | x1 = -0.8 | x2 = 0.3

953) d = 42.25 | x1 = -0.9 | x2 = 0.4

954) d = 56.25 | x1 = -1.0 | x2 = 0.5

955) d = 72.25 | x1 = -1.1 | x2 = 0.6

956) d = 90.25 | x1 = -1.2 | x2 = 0.7

957) d = 110.25 | x1 = -1.3 | x2 = 0.8

958) d = 132.25 | x1 = -1.4 | x2 = 0.9

959) d = 156.25 | x1 = -1.5 | x2 = 1.0

960) d = 182.25 | x1 = -1.6 | x2 = 1.1

961) d = 5.76 | x1 = -0.48 | x2 = 0

962) d = 153.76 | x1 = -1.48 | x2 = 1.0

963) d = 53.29 | x1 = -0.96 | x2 = 0.5

964) d = 59.29 | x1 = -1.0 | x2 = 0.54

965) d = 148.84 | x1 = -1.44 | x2 = 1.0

966) d = 146.41 | x1 = -1.42 | x2 = 1.0
